asset_no,url,img_url,subject,type,region,transfer_price,transfer_rate,description,remark,information,total_review,contact_name,contact_phone,contact_email,valuation,release_time,address,category,trade_type,area,use_area,owner,located,use_type
ZCFC002510,http://www.cnassets.com/moreInformation/house/12/6130/0.html,1,邯郸市邯山区两套涉案房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	1、邯郸市邯山区滏东南大街204号明珠花园D区1-2-18号房产。建筑面积：145.59平方米，拍卖保留价：73.6355万元，竞买保证金：7万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.06,河北省邯郸市邯山区,房产,,,,,邯郸市邯山区滏东南大街204号明珠花园D区,邯郸市邯山区滏东南大街204号明珠花园D区
ZCFC002509,http://www.cnassets.com/moreInformation/house/12/6129/0.html,1,邯郸市峰峰矿区春光园西区4号楼4单元404室房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	邯郸市峰峰矿区春光园西区4号楼4单元404室房产。建筑面积：113.33平方米，拍卖保留价：44.7万元，竞买保证金：4万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.06,河北省邯郸市峰峰矿区,房产,,,,,邯郸市峰峰矿区春光园西区,邯郸市峰峰矿区春光园西区
ZCTD000140,http://www.cnassets.com/moreInformation/land/12/6133/0.html,1,河北省永年县高新建材园区内北榆林村北三宗涉案土地使用权,土地,河北省,面议,[u'\u9762\u8bae'],,,,0,,,,面议,2017.01.06,河北省永年县高新建材园区内北榆林村北,土地,,河北省永年县高新建材园区内北榆林村北,河北省永年县高新建材园区内北榆林村北,,,
ZCFC002511,http://www.cnassets.com/moreInformation/house/12/6131/0.html,1,河北省武安市午汲镇大贺庄村一处涉案房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	河北省武安市午汲镇大贺庄村一处涉案房产。建筑面积：138.95平方米，拍卖保留价：10.8937万元，竞买保证金：2万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.06,河北省邯郸市武安市,房产,,,,,河北省武安市午汲镇大贺庄村,河北省武安市午汲镇大贺庄村
ZCFC002507,http://www.cnassets.com/moreInformation/house/12/6124/0.html,1,邯郸市邯山区赵都新城.金和园2-1-902号房产及附属地下室,房产,河北省,面议,[u'\u9762\u8bae'],"
	邯郸市邯山区赵都新城.金和园2号楼1单元902室房产和S4项目3号楼第D37号地下室。房产建筑面积：87.75平方米，地下室面积：12.08平方米。拍卖形式：整体拍卖，拍卖保留价:39.624万元，竞买保证金:4万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.06,河北省邯郸市邯山区,房产,,,,,邯郸市邯山区赵都新城.金和园,邯郸市邯山区赵都新城.金和园
ZCFC002513,http://www.cnassets.com/moreInformation/house/12/6135/0.html,1,围场满族蒙古族自治县围场镇凤凰小区3号楼3单元601室楼房,房产,河北省,面议,[u'\u9762\u8bae'],"
	围场满族蒙古族自治县围场镇凤凰小区3号楼3单元601室楼房。房产证号：围政字第050325号，证载建筑面积：94.20平方米，拍卖保留价:29万元，竞买保证金:3万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.06,河北省承德市围场满族蒙古族自治县,房产,,,,,围场满族蒙古族自治县围场镇凤凰小区,
ZCFC002512,http://www.cnassets.com/moreInformation/house/12/6134/0.html,1,河北省景县涉案房地产及设备,房产,河北省,面议,[u'\u9762\u8bae'],"
	1、河北省景县东开发区、景开街北侧涉案房地产及机器设备。土地证号：景国用（2013）第B42，土地使用权面积：7510平方米，类型：出让，用途：工业;土地使用权证号：景国用（2011）第B32，土地面积：9452平方米，类型：出让，用途：工业；房权证号：景房权证景州字第14735号，车间建筑面积：2223.36平方米，宿办室建筑面积：273.9平方米；房权证号：景房权证景州字第12223号，车间建筑面积：2818.08平方米；设备包括：胶管冷冻机、双盘钢丝编织机、四盘缠绕机、开炼机等。拍卖保留价: 1418.762万元，竞买保证金:140万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.06,河北省衡水市景县,房产,,,,,河北省景县东开发区、景开街北侧,河北省景县东开发区、景开街北侧
ZCFC002508,http://www.cnassets.com/moreInformation/house/12/6128/0.html,1,邯郸市丛台区丛台北路139号安居东城首府12号楼1单元401号房屋,房产,河北省,面议,[u'\u9762\u8bae'],"
	邯郸市丛台区丛台北路139号安居东城首府12号楼1单元401号房屋。建筑面积：220.35平方米，拍卖保留价：148.8024万元，竞买保证金：15万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.06,河北省邯郸市丛台区,房产,,,,,邯郸市丛台区丛台北路139号安居东城首府,邯郸市丛台区丛台北路139号安居东城首府
ZCTF000433,http://www.cnassets.com/moreInformation/landHouse/12/6136/0.html,1,承德市双滦区双塔山镇团瓢村2栋涉案房产及土地使用权,土地和房产,河北省,面议,[u'\u9762\u8bae'],"
	承德市双滦区双塔山镇团瓢村涉案房产及土地使用权。涉案房产分别为：承房权证双滦区字第201303590号，用途：商业，层数：10层，建筑面积：2250.44平方米。承房权证双滦区字第201003965号，用途：办公，层数：5层，面积：1734平方米（证外面积188.64平方米）。涉案土地证号：双滦国用（2010）第038号。用途：商业服务业。面积：1916平方米。拍卖形式：整体拍卖，拍卖保留价：2208.57万元，竞买保证金：250万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.06,承德市双滦区双塔山镇团瓢村,土地和房产,,承德市双滦区双塔山镇团瓢村,承德市双滦区双塔山镇团瓢村,,,承德市双滦区双塔山镇团瓢村
ZCFC002506,http://www.cnassets.com/moreInformation/house/12/6123/0.html,1,邯郸市四套涉案房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	1、邯郸市丛台区丛台路77号沁乐园小区9-3-27号房产。证载建筑面积：152.64平方米，拍卖保留价:126.2333万元，竞买保证金:13万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.06,河北省邯郸市丛台区,房产,,,,,邯郸市丛台区丛台路,
ZCFC002503,http://www.cnassets.com/moreInformation/house/12/6112/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路105-107号房产）转让,房产,上海市,440.30万元,[u'440.30\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,440.30,2017.01.05,上海市,房产,,,,,,资产名称： 上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路89弄67号房产）
ZCFC002505,http://www.cnassets.com/moreInformation/house/12/6118/0.html,1,南京市秦淮区中山南路360号511室房产转让,房产,江苏省,149.26万元,[u'149.26\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,149.26,2017.01.05,江苏省南京市,房产,,74.63,74.63,,,
ZCFC002504,http://www.cnassets.com/moreInformation/house/12/6113/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路109-111号房产）转让,房产,上海市,440.30万元,[u'440.30\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,440.30,2017.01.05,上海市,房产,,138.14,138.14,,,资产名称 ：上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路109-111号房产）
ZCFC002496,http://www.cnassets.com/moreInformation/house/12/6105/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄40号房产）转让,房产,上海市,406.00万元,[u'406.00\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,406.00,2017.01.05,上海市,房产,,192.13,192.13,,,资产名称 ：上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄40号房产）
ZCFC002500,http://www.cnassets.com/moreInformation/house/12/6109/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊太路816号房产）转让,房产,上海市,542.27万元,[u'542.27\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,542.27,2017.01.05,上海市,房产,,241.03,241.03,,,资产类别 ：不动产
ZCFC002501,http://www.cnassets.com/moreInformation/house/12/6110/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄38号房产）转让,房产,上海市,559.22万元,[u'559.22\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,559.22,2017.01.05,上海市,房产,,,,,,资产类别 ：不动产
ZCFC002498,http://www.cnassets.com/moreInformation/house/12/6107/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊太路814号房产）转让,房产,上海市,615.91万元,[u'615.91\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,615.91,2017.01.05,上海市,房产,,273.76,273.76,,,资产类别 ：不动产
ZCFC002497,http://www.cnassets.com/moreInformation/house/12/6106/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路117-119号房产）转让,房产,上海市,435.80万元,[u'435.80\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,435.80,2017.01.05,上海市,房产,,136.73,136.73,,,资产名称 ：上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路117-119号房产）
ZCFC002502,http://www.cnassets.com/moreInformation/house/12/6111/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路89弄67号房产）转让,房产,上海市,291.17万元,[u'291.17\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,291.17,2017.01.05,上海市,房产,,140.91,140.91,,,资产名称： 上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路89弄67号房产）
ZCFC002499,http://www.cnassets.com/moreInformation/house/12/6108/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路113-115号房产）转让,房产,上海市,435.80万元,[u'435.80\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,435.80,2017.01.05,上海市,房产,,136.73,136.73,,,资产类别： 不动产
ZCFC002491,http://www.cnassets.com/moreInformation/house/12/6100/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄39号房产）转让,房产,上海市,510.72万元,[u'510.72\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,510.72,2017.01.05,上海市,房产,,241.69,241.69,,,资产名称： 上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄39号房产）
ZCFC002486,http://www.cnassets.com/moreInformation/house/12/6095/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊太路824号房产）转让,房产,上海市,693.73万元,[u'693.73\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,693.73,2017.01.05,上海市,房产,,308.35,308.35,,,资产名称： 上海市宝山区顾村镇毅翔村民委员会部分资产（菊太路824号房产）
ZCFC002488,http://www.cnassets.com/moreInformation/house/12/6097/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路89弄63号房产）转让,房产,上海市,152.97万元,[u'152.97\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,152.97,2017.01.05,上海市,房产,,73.36,73.36,,,资产名称： 上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路89弄63号房产）
ZCFC002490,http://www.cnassets.com/moreInformation/house/12/6099/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄41号房产）转让,房产,上海市,380.86万元,[u'380.86\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,380.86,2017.01.05,上海市,房产,,,,,,资产名称： 上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄41号房产）
ZCFC002489,http://www.cnassets.com/moreInformation/house/12/6098/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路93-95号房产）转让,房产,上海市,422.51万元,[u'422.51\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,422.51,2017.01.05,上海市,房产,,,,,,资产名称： 上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路93-95号房产）
ZCFC002493,http://www.cnassets.com/moreInformation/house/12/6102/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄37号房产）转让,房产,上海市,面议,[u'\u9762\u8bae'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,上海市,房产,,265.17,265.17,,,资产名称 ：上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄37号房产）
ZCFC002494,http://www.cnassets.com/moreInformation/house/12/6103/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄42号房产）转让,房产,上海市,481.10万元,[u'481.10\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,481.10,2017.01.05,上海市,房产,,227.67,227.67,,,资产名称: 上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路68弄42号房产）
ZCFC002492,http://www.cnassets.com/moreInformation/house/12/6101/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊太路820号房产）转让,房产,上海市,675.66万元,[u'675.66\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,675.66,2017.01.05,上海市,房产,,300.32,300.32,,,资产名称 ：上海市宝山区顾村镇毅翔村民委员会部分资产（菊太路820号房产）
ZCFC002495,http://www.cnassets.com/moreInformation/house/12/6104/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路89弄64号房产）转让,房产,上海市,331.79万元,[u'331.79\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,331.79,2017.01.05,上海市,房产,,,,,,资产名称 ：上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路89弄64号房产）
ZCFC002487,http://www.cnassets.com/moreInformation/house/12/6096/0.html,1,上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路101-103号房产）转让,房产,上海市,435.80万元,[u'435.80\u4e07\u5143'],,声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,435.80,2017.01.05,上海市,房产,,136.73,136.73,,,资产名称 ：上海市宝山区顾村镇毅翔村民委员会部分资产（菊联路101-103号房产）
ZCFC002485,http://www.cnassets.com/moreInformation/house/12/6093/0.html,1,河北省黄骅市新世纪家园4号楼3单元301、401室房产及车库,房产,河北省,面议,[u'\u9762\u8bae'],"
	河北省黄骅市新世纪家园4号楼3单元301、401室房产及车库。总建筑面积：264.28平方米。拍卖保留价：133.8232万元。竞买保证金:13万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省沧州市黄骅市,房产,,,,,河北省黄骅市新世纪家园,
ZCFC002481,http://www.cnassets.com/moreInformation/house/12/6089/0.html,1,晋州市世纪街以东、中兴路以南锐拓欧景城11-1-1001号在建商品房及11-1-31的车库房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	晋州市世纪街以东、中兴路以南锐拓欧景城11-1-1001号在建商品房及11-1-31的车库。房屋建筑面积：122.87平方米，地下室建筑面积8.98平方米。拍卖保留价：67.17万元，竞买保证金：5万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省石家庄市晋州市,房产,,,,,州市世纪街以东、中兴路以南锐拓欧景城,
ZCFC002479,http://www.cnassets.com/moreInformation/house/12/6087/0.html,1,廊坊市中太新时代商业街一期涉案房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	廊坊市中太新时代商业街一期9001号楼1单元111号、401-452号、501-552号共计105套房屋。总建筑面积：3906.19平方米。拍卖形式：整体拍卖，拍卖保留价：3139.8万元，竞买保证金：320万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省廊坊市,房产,,,,,廊坊市中太新时代商业街一期,廊坊市中太新时代商业街一期
ZCFC002477,http://www.cnassets.com/moreInformation/house/12/6084/0.html,1,天津市西青开发区宏源道以南涉案房地产,房产,天津市,面议,[u'\u9762\u8bae'],"
	天津市西青开发区宏源道以南房地证号111051000327一宗土地及其地上建筑物。土地使用权面积：20552.5平方米，传达室建筑面积：264.32平方米，1号厂房建筑面积：11823.2平方米，2号厂房建筑面积：27986.43平方米。拍卖形式：整体拍卖，拍卖保留价:6139.109万元，竞买保证金:615万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,天津市西青区,房产,,,,,天津市西青开发区宏源道以南,
ZCFC002483,http://www.cnassets.com/moreInformation/house/12/6091/0.html,1,河北省肃宁县雨竹园小区B-2-201室,房产,河北省,面议,[u'\u9762\u8bae'],"
	河北省肃宁县雨竹园小区B-2-201室，建筑面积：141.2平方米。拍卖保留价：52.34万元。竞买保证金:5万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省沧州市肃宁县,房产,,,,,河北省肃宁县雨竹园小区,河北省肃宁县雨竹园小区
ZCTF000429,http://www.cnassets.com/moreInformation/landHouse/12/6085/0.html,1,河北省蠡县农业机械公司坐落于蠡县蠡吾北大街东侧三层楼房、门脸房15间及上述建筑和附属设施所占国有土地使用权,土地和房产,河北省,面议,[u'\u9762\u8bae'],"
	河北省蠡县农业机械公司坐落于蠡县蠡吾北大街东侧三层楼房、门脸房15间及上述建筑和附属设施所占国有土地使用权。房屋所有权证：蠡房权证城内字第002500号，房屋面积：1156.59平方米，国有土地使用证：蠡国用（2013）第041号补发，国有土地使用面积：1169平方米。拍卖形式：整体拍卖，拍卖保留价：445万元，竞买保证金：45万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,蠡县蠡吾北大街东侧,土地和房产,,蠡县蠡吾北大街东侧,蠡县蠡吾北大街东侧,,,
ZCFC002482,http://www.cnassets.com/moreInformation/house/12/6090/0.html,1,石家庄市鹿泉区获鹿镇海山大街龙海花园房产及地下室,房产,河北省,面议,[u'\u9762\u8bae'],"
	石家庄市鹿泉区获鹿镇海山大街龙海花园3-2-402房屋及地下室。房产证号：鹿房证字第0131005984号，房权证载房产面积：146.87平方米，地下室面积：20.50平方米，拍卖保留价：49.9万元，竞买保证金：5万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省石家庄市鹿泉市,房产,,,,,石家庄市鹿泉区获鹿镇海山大街龙海花园,
ZCFC002478,http://www.cnassets.com/moreInformation/house/12/6086/0.html,1,北京市东城区王府井大街99号世纪大厦涉案房产,房产,北京市,面议,[u'\u9762\u8bae'],"
	位于北京市东城区王府井大街99号世纪大厦涉案房产。房产证号：X京房权证东字第115221号，建筑面积：2803.12平方米，拍卖形式：整体拍卖，拍卖保留价：10252.8万元，竞买保证金：1100万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,北京市东城区,房产,,,,,北京市东城区王府井大街,
ZCFC002484,http://www.cnassets.com/moreInformation/house/12/6092/0.html,1,河北省沧州市新华区百合世嘉7-1-704号房产及7-46号地下室,房产,河北省,面议,[u'\u9762\u8bae'],"
	河北省沧州市新华区百合世嘉7-1-704号房产及7-46号地下室。房产建筑面积：110平方米。拍卖形式：整体拍卖。拍卖保留价：75.8万元。竞买保证金:8万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省沧州市,房产,,,,,河北省沧州市新华区百合世嘉,
ZCFC002480,http://www.cnassets.com/moreInformation/house/12/6088/0.html,1,邯郸市峰峰矿区峰峰镇羊渠河村南侧和鼓山中街筑宏小区的涉案房地产,房产,河北省,面议,[u'\u9762\u8bae'],"
	1、位于邯郸市峰峰矿区峰峰镇羊渠河村南侧的涉案土地使用权和房产。土地证号：邯峰国用（2013）第FF01010号，证载土地使用权面积：51334平方米，用途：工业用地。涉案房产总建筑面积：17805.47平方米。拍卖形式：整体拍卖，整体拍卖保留价：3544.19万元，整体竞买保证金：360万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省邯郸市峰峰矿区,房产,,,,,邯郸市峰峰矿区峰峰镇羊渠河村南侧,邯郸市峰峰矿区峰峰镇羊渠河村南侧
ZCFC002476,http://www.cnassets.com/moreInformation/house/12/6083/0.html,1,河北省枣强县多福公馆（新河国际）涉案商业房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省衡水市枣强县,房产,,,,,河北省枣强县多福公馆,
ZCFC002474,http://www.cnassets.com/moreInformation/house/12/6081/0.html,1,石家庄市鹿泉区棕榈湾12-1-1801室房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	石家庄市鹿泉区棕榈湾12-1-1801室房产，建筑面积：135.36平方米（其中含地下室建筑面积：6.93平方米），拍卖保留价：57.7422万元，竞买保证金：5万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省石家庄市晋州市,房产,,,,,石家庄市鹿泉区棕榈湾,
ZCFC002468,http://www.cnassets.com/moreInformation/house/12/6074/0.html,1,大城县新华东街南侧凯达小区8号楼2单元301室楼房及27号车库,房产,河北省,面议,[u'\u9762\u8bae'],"
	大城县新华东街南侧凯达小区8号楼2单元301室楼房及27号车库（以上资产，整体拍卖）。房屋建筑面积为161.45平方米，房屋产权证号为凯达字第A00773号；车库27号，车库建筑面积为41.19平方米，房屋产权证号为凯达字第A00774号。拍卖保留价为82.03万元，竞买保证金为16万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省廊坊市大城县,房产,,,,,大城县新华东街南侧凯达小区,
ZCFC002469,http://www.cnassets.com/moreInformation/house/12/6075/0.html,1,位于大城县新华东街南侧凯达小区4号楼3单元301室楼房一处及凯达小区A区4号楼27号车库,房产,河北省,面议,[u'\u9762\u8bae'],"
	位于大城县新华东街南侧凯达小区4号楼3单元301室楼房一处及凯达小区A区4号楼27号车库（以上资产，整体拍卖）。该楼房建筑面积为153.22平房米，房产证号为凯达字第补A00001号；该车库建筑面积为25.56平房米，房产证号为凯达字第A00952号。拍卖保留价为72.76万元，竞买保证金15万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省廊坊市大城县,房产,,,,,大城县新华东街南侧凯达小区4号楼3单元301室楼房一处及凯达小区A区,
ZCFC002473,http://www.cnassets.com/moreInformation/house/12/6080/0.html,1,石家庄市西三庄街145号和谐家园6-2-301室房产,房产,河北省,面议,[u'\u9762\u8bae'],"
	石家庄市西三庄街145号和谐家园6-2-301室房产，房屋建筑面积：179.92平方米，拍卖保留价：113.186万元，竞买保证金：10万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省石家庄市,房产,,,,,石家庄市西三庄街145号和谐家园,
ZCTF000428,http://www.cnassets.com/moreInformation/landHouse/12/6078/0.html,1,位于阳原县化稍营镇西打渔（鱼）湾村4000平方米土地使用权及地上所有建筑物、设备一台,土地和房产,河北省,面议,[u'\u9762\u8bae'],"
	阳原县化稍营镇西打渔（鱼）湾村4000平方米土地使用权及地上所有建筑物、移动式风筛清洗机一台（型号：5XZC-15型）。以上资产整体拍卖，具体资产明细详见评估报告。整体拍卖保留价为60.03872万元，竞买保证金12万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,阳原县化稍营镇西打渔（鱼）湾村,土地和房产,,阳原县化稍营镇西打渔（鱼）湾村,阳原县化稍营镇西打渔（鱼）湾村,,,阳原县化稍营镇西打渔（鱼）湾村
ZCFC002470,http://www.cnassets.com/moreInformation/house/12/6076/0.html,1,位于大城县新华东街南侧凯达小区3号楼2单元602室楼房一处,房产,河北省,面议,[u'\u9762\u8bae'],"
	位于大城县新华东街南侧凯达小区3号楼2单元602室楼房一处（房产证号：凯达字第A00967号）。建筑物面积为103.67平房米。拍卖保留价为37.59万元，竞买保证金8万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省廊坊市大城县,房产,,,,,大城县新华东街南侧凯达小区,
ZCFC002472,http://www.cnassets.com/moreInformation/house/12/6079/0.html,1,张北县战海乡宏源奶牛养殖专业合作社（宏源现代养殖场）奶棚、牛犊圈舍、挤奶大厅（含内部设备）及所占院落一处,房产,河北省,面议,[u'\u9762\u8bae'],"
	张北县战海乡宏源奶牛养殖专业合作社（宏源现代养殖场）奶棚、牛犊圈舍、挤奶大厅（含内部设备）及所占院落一处。以上资产，整体拍卖。整体拍卖保留价为121.13214万元，竞买保证金24万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省张家口市张北县,房产,,,,,张北县战海乡宏源奶牛养殖专业合作社,
ZCFC002475,http://www.cnassets.com/moreInformation/house/12/6082/0.html,1,河北省涞源县保定时代隆福购物广场五楼一处商用房,房产,河北省,面议,[u'\u9762\u8bae'],"
	河北省涞源县保定时代隆福购物广场五楼一处商用房（房产证号：26042号）。总建筑面积：2056.28平方米，拍卖保留价760万元，竞买保证金：80万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,河北省保定市涞源县,房产,,,,,河北省涞源县保定时代隆福购物广场,
ZCFC002471,http://www.cnassets.com/moreInformation/house/12/6077/0.html,1,北京市大兴区西红门镇星光佳园1-403室房屋一套,房产,北京市,面议,[u'\u9762\u8bae'],"
	北京市大兴区西红门镇星光佳园1-403室房屋一套（房产证号：00137281号），建筑面积为182.10平方米。拍卖保留价为307.9万元，竞买保证金60万元。
",声明：以上情况以买卖双方实际洽谈内容为准，发布方不就发布本信息承担任何法律责任。,1,0,,,,面议,2017.01.05,北京市大兴区,房产,,,,,北京市大兴区西红门镇星光佳园,
